Review #,Brand,Variety,Style,Country,Stars,Top Ten
1952,Ve Wong,Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor,Pack,Taiwan,3.75,NA
1951,Nissin,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package],Cup,USA,4.25,NA
1950,Fujiwara,Red King Crab Flavour Ramen,Pack,Japan,4,NA
1949,Bamee,Oriental Style Instant Noodles Shrimp Flavour (Tom Yum),Pack,Thailand,3.5,NA
1948,Sichuan Baijia,Artificial Pickled Cabbage Fish Flavor Instant Vermicelli,Pack,China,1.5,NA
1947,Prima Taste,Singapore Laksa Wholegrain La Mian,Pack,Singapore,5,2016 #1
1946,Nissin,Raoh Shio Ramen,Pack,Japan,4.75,NA
1945,MAMA,Oriental Style Instant Noodles Masala Flavour,Pack,Bangladesh,3.5,NA
1944,Wei Lih,GGE Noodle Snack Wheat Crackers Hot Spicy,Pack,Taiwan,5,NA
1943,New Touch,Sugomen Niigata Seabura Shoyu Ramen,Bowl,Japan,5,NA
1942,Ibumie,Always Mi Goreng Perisa Sambal Udang,Pack,Malaysia,3.5,NA
1941,Unox,Good Noodles Tandoori,Pack,Netherlands,2.5,NA
1940,Nissin,Cup Noodle Pasta Style Bolognese,Cup,Japan,5,NA
1939,MAMA,Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Myanmar,5,NA
1938,Nissin,Donbei Kamodashi Soba,Bowl,Japan,5,NA
1937,MAMA,Chicken Soup Flavour Cup Noodles,Cup,Myanmar,3.75,NA
1936,Fortune,Rice Noodle Coconut Curry,Pack,USA,1,NA
1935,Love Cook,Guanmiao Dried Noodles With Oleum Sesami,Pack,Taiwan,3.75,NA
1934,Love Cook,Guanmiao Dried Noodles With Spicy Sauce,Pack,Taiwan,5,NA
1933,Love Cook,Guanmiao Dried Noodles With Authentic Sauce,Pack,Taiwan,4.5,NA
1932,Love Cook,Guanmiao Dried Noodles With Shallot Flavor,Pack,Taiwan,3.75,NA
1931,Bonasia,Instant Noodles chicken Flavour,Pack,Hungary,3.75,NA
1930,Koh Thai,Island Of Flavours Lemongrass Instant Noodles Soup,Pack,Netherlands,0.25,NA
1929,MAMA,Instant Noodles Minced Pork Flavour,Pack,Cambodia,3.50,NA
1928,Bamee,Instant Noodles Oriental Style Chicken Flavour,Pack,Thailand,3,NA
1927,Marutai,Kogashi Megiiri Tonkotsu Kagoshima Ramen,Bowl,Japan,3.5,NA
1926,Nissin,Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,Bowl,USA,4,NA
1925,Prima,Juzz's Mee Creamy Chicken Flavour,Pack,Singapore,5,2016 #8
1924,Sichuan Baijia,Broad Noodle Artificial Beef Flavor,Pack,China,3.5,NA
1923,Conimex,Oriental Noodles Teriyaki,Cup,Netherlands,0.5,NA
1922,Mie Sedaap,Instant Cup Mi Kuah Rasa Baso Spesial,Cup,Indonesia,1.5,NA
1921,Nissin,Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package],Cup,USA,3.5,NA
1920,Itsuki,Ramen Tonkotudou Kumamoto Noodles,Pack,Japan,0.75,NA
1919,Maruchan,Shiroi Chikara Mochi Udon,Bowl,Japan,4.5,NA
1918,iMee,Instant Noodles chicken Flavour,Pack,Netherlands,3.5,NA
1917,IbuRamen,Mi Goreng Bento Noodles In A Box Hot Sweet & Sour Flavor,Tray,USA,0.25,NA
1916,Nissin,Soba Fried Noodles Teriyaki,Pack,Germany,3,NA
1915,Itsuki,Yuzu Sesame Sauce Udon,Bowl,Japan,4.5,NA
1914,Prima,Juzz's Mee Curry Flavour,Pack,Singapore,5,NA
1913,Thai Smile,Mushroom Rice Noodle Soup Bowl,Bowl,USA,0,NA
1912,MAMA,Instant Noodles Chicken Sichek Flavour,Pack,Myanmar,3.75,NA
1911,Nissin,Emergency Chikin Ramen Cup Noodle,Cup,Japan,5,NA
1910,Nissin,Chow Mein Pad Thai,Tray,USA,3,NA
1909,Asia Gold,Instant Noodles With Chicken Flavouring,Pack,Hungary,3.5,NA
1908,Nissin,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4.75,NA
1907,Prima Taste,Singapore Curry Wholegrain La Mian,Pack,Singapore,5,2016 #5
1906,Vifon,Chicken Flavour Asian Style Instant Noodles,Pack,Vietnam,3.5,NA
1905,Pirkka,Nuudeli Kana Nudlar Kyckling,Pack,Finland,3.5,NA
1904,Bonasia,Instant Noodles Duck Flavour,Pack,Hungary,3,NA
1903,Higashimaru,Tonkotsu Ramen,Pack,Japan,4.5,NA
1902,MAMA,Seafood Tom Yum Sichek Flavour,Pack,Myanmar,5,NA
1901,Prima,Juzz's Mee Original Spicy Flavour,Pack,Singapore,5,NA
1900,Ibumie,Always Mi Goreng Perisa Kari Kapitan,Pack,Malaysia,5,NA
1899,Koh Thai,Island Of Flavours Thai Royal Shrimp Instant Noodles,Pack,Netherlands,1.5,NA
1898,Master Kong,Spicy Fish Noodle,Bowl,China,3,NA
1897,Nissin,Cup Noodle Massaman Curry,Cup,Japan,3.5,NA
1896,Asia Gold,Instant Noodles Duck Flavour,Pack,Hungary,3.5,NA
1895,Maruchan,Seimen Houjyun Koku Shoyu,Bowl,Japan,5,NA
1894,MAMA,Rangers Snack Noodles BBQ Flavour,Pack,Myanmar,2.75,NA
1893,Nissin,Cup Noodle Sio,Cup,Japan,5,NA
1892,Ottogi,Cheese Ramen,Pack,South Korea,4,NA
1891,Nissin,Cup Noodles Homestyle Chicken,Cup,USA,3.5,NA
1890,Kuriki,Beef Tongue Shio Mayo Ramen,Pack,Japan,4.5,NA
1889,MAMA,Rangers Snack Noodles Sour Cream Flavour,Pack,Myanmar,2.75,NA
1888,Nissin,Cup Noodles Kyushu White Flavour,Cup,Singapore,3.5,NA
1887,Myojo,Mee Poh Dry,Pack,Singapore,4.25,NA
1886,Myojo,Chicken Abalone Flavour,Bowl,Singapore,3.75,NA
1885,Myojo,Ramen Char Mee 100,Pack,Singapore,3,NA
1884,Myojo,La Ramen Spicy Mushroom Flavour Big Bowl,Bowl,Singapore,4.5,NA
1883,Myojo,Mee Goreng,Pack,Singapore,4,NA
1882,Myojo,La Ramen Spicy Lobster Hot Pot Flavour Big Bowl,Bowl,Singapore,4.75,NA
1881,Myojo,Chicken Abalone Flavour,Pack,Singapore,3.5,NA
1880,Myojo,Thai Tom Yam Flavour,Bowl,Singapore,3.75,NA
1879,Myojo,Chicken Tanmen Flavour,Pack,Singapore,3.5,NA
1878,Myojo,Extra Spicy Singapore Curry Big Bowl,Bowl,Singapore,5,NA
1877,Myojo,La Ramen Spicy Mushroom Flavour,Pack,Singapore,4.5,NA
1876,Myojo,Chicken Flavour,Pack,Singapore,3.75,NA
1875,Sapporo Ichiban,Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth,Pack,USA,5,NA
1874,Ibumie,Always Mi Goreng Perisa Thai Tom Yam,Pack,Malaysia,2.5,NA
1873,Vedan,Wei Wei A Instant Noodles Chicken Flavor,Bowl,Taiwan,0,NA
1872,Itsuki,Hakata Ossyoi,Pack,Japan,5,NA
1871,Nissin,Cup Noodles Minced Pork Flavour,Cup,Thailand,3.75,NA
1870,Asia Gold,Instant Noodles With Beef Flavouring,Pack,Hungary,2.75,NA
1869,Nissin,Soba Fried Noodles Chili,Pack,Germany,3.5,NA
1868,Marutai,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4,NA
1867,Yum Yum,Premier Bowl Instant Noodles Stewed Pork Flavour,Bowl,Thailand,4,NA
1866,MyKuali,Penang Spicy Prawn Soup Noodle,Pack,Malaysia,5,NA
1865,Mama,Shrimp Tom Yum Flavour Cup Noodles,Cup,Myanmar,3.5,NA
1864,Nissin,Raoh Ramen Noodle Soup Umami Tonkotsu Flavor,Pack,USA,5,NA
1863,Baijia,Broad Noodle Pickled Vegetable Artificial Beef Flavor,Pack,China,0,NA
1862,Ibumie,Always Mi Goreng Perisa Asli,Pack,Malaysia,3.75,NA
1861,Conimex,Oriental Noodles Groene Curry,Cup,Netherlands,0.5,NA
1860,Nissin,Cupo Noodle Pasta Style Vongole,Cup,Japan,2.75,NA
1859,Mama,Instant Noodles chicken Green Curry Flavour,Pack,Cambodia,5,NA
1858,Myojo,Wantan Men,Bowl,Japan,5,NA
1857,IbuRamen,Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor,Tray,USA,3.25,NA
1856,Indomie,Instant Cup Noodles Mi Goreng Fried Noodles,Cup,Indonesia,5,NA
1855,Daraz,Negi Man Ramen,Pack,Japan,3,NA
1854,Mama,Chinese Kitchen Chinese Style Instant Noodles,Pack,Myanmar,3.5,NA
1853,Bonasia,Instant Noodles Shrimp Flavour,Pack,Hungary,3.5,NA
1852,Myojo,Udon Japanese Style Precooked Noodles With Soup Hot & Spicy Flavor,Bowl,USA,3.25,NA
1851,Fujiwara,Snow Crab Flavour Shio Ramen,Pack,Japan,3.5,NA
1850,Nissin,Raoh Ramen Noodle Soup Umami Miso Flavor,Pack,USA,4.5,NA
1849,Pama,Instant Rice Vermicelli Clear Soup Flavour,Pack,Malaysia,3.5,NA
1848,MyKuali,Penang Red tom Yum Goong Noodle (New Version),Pack,Malaysia,5,NA
1847,Conimex,Oriental Noodles Hot & Spicy,Pack,Netherlands,3,NA
1846,Nissin,Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor,Tray,USA,4.5,NA
1845,Mama,Oriental Style Instant Noodles Shrimp Flavour,Pack,Bangladesh,3.25,NA
1844,Seven & I,Gold Sumire Ramen,Bowl,Japan,5,NA
1843,Forest Noodles,Sunbaked Noodles With Sesame Sauce,Pack,Taiwan,4.5,NA
1842,Forest Noodles,Purple Sweet Potato Noodles With Taiwanese Sauce,Pack,Taiwan,5,NA
1841,Forest Noodles,Sunbaked Noodles With Spicy Sauce,Pack,Taiwan,4,NA
1840,Forest Noodles,Sweet Potato Noodles With Sesame Paste Sauce,Pack,Taiwan,3.25,NA
1839,Vit's,Taste Of Malaysia Penang White Curry Ramen,Pack,Malaysia,5,NA
1838,Vit's,Taste Of Malaysia Penang Asam Laksa Fried Instant Noodle,Pack,Malaysia,4.5,NA
1837,Vit's,Taste Of Malaysia Penang Hokkien Mee Ramen,Pack,Malaysia,5,NA
1836,Vit's,Taste Of Malaysia Penang White Curry Fried Instant Noodle,Pack,Malaysia,5,NA
1835,Vit's,Taste Of Malaysia Penang Asam Laksa Ramen,Pack,Malaysia,5,NA
1834,Vit's,Taste Of Malaysia Penang Hokkien Mee Fried Instant Noodle,Pack,Malaysia,5,NA
1833,Vit's,Instant Noodles With Chicken Flavour,Pack,Malaysia,3.75,NA
1832,Yum Yum,Instant Flat Shaped Noodles Boat Noodles Nam Tok Flavour,Pack,Thailand,3.5,NA
1831,Kuriki,Plum Mayo Ramen,Pack,Japan,4,NA
1830,Tseng Noodles,Sichuan Pepper Flavor,Pack,Taiwan,4.75,NA
1829,Tseng Noodles,Hu Sesame Flavor,Pack,Taiwan,5,NA
1828,Tseng Noodles,Scallion With Sichuan Pepper  Flavor,Pack,Taiwan,5,2016 #9
1827,Nongshim,Zha Wang ((Jjawang) Noodles With Chajang Sauce,Pack,South Korea,5,NA
1826,Mama,Instant Noodles Stewed Beef Flavour,Pack,Cambodia,3.5,NA
1825,Sichuan Baijia,Broad Noodle Chilli Oil Flavor,Pack,China,4.5,NA
1824,Nongshim,Soon Veggie Noodle Soup,Cup,USA,5,NA
1823,MyKuali,MeeKuali spicy Fried Noodle,Pack,Malaysia,4,NA
1822,Mi Sedaap,Mi Kuah Rasa Baso Spesial,Pack,Indonesia,3.5,NA
1821,Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Beef Flavor,Bowl,USA,3.25,NA
1820,Ten-In,Veggie King Buddha Jump Instant Noodles,Bowl,Taiwan,1.5,NA
1819,Yum Yum,Premier Bowl Instant Noodles Suki Flavour,Bowl,Thailand,5,NA
1818,Sugakiya Foods,Nara Tenri Shoyu Ramen,Bowl,Japan,4.5,NA
1817,Hao Way,Penang Vegetarian Prawn Instant Bowl Noodles,Bowl,Malaysia,4,NA
1816,Vifon,Asian Style Instant Noodles Artificial Beef Flavor,Bowl,Vietnam,3.25,NA
1815,Nakaya Shouten,Hingya no Shio Ramen,Pack,Japan,4,NA
1814,Koh Thai,Island Of Flavours Tom Yum Instant Noodles Soup,Pack,Netherlands,3,NA
1813,Nissin,Soba Fried Noodles Curry,Pack,Germany,4.25,NA
1812,Master Kong,Mushroom Instant Noodle,Bowl,China,4.25,NA
1811,Conimex,Oriental Noodles Oosterse Groenten,Pack,Netherlands,3.5,NA
1810,MyKuali,Penang White Curry Noodle (New Version),Pack,Malaysia,5,NA
1809,Marutai,Nagahama Hakata Tonkotsu Ramen,Bowl,Japan,4.75,NA
1808,Mama,Vegetarian Instant Cup Noodle Tofu & Shiitake Flavour,Cup,Thailand,3.5,NA
1807,Wai Wai,Tom Yum Goong Flavour Instant Noodle,Cup,Thailand,3.5,NA
1806,Cintan,Mi Segera Mmm... Perisa Goreng Ala Indonesia,Pack,Malaysia,3.5,NA
1805,Mama,Oriental Style Instant Noodles Tandoori Flavour,Pack,Bangladesh,4,NA
1804,Thai Chef,Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Hungary,4.75,NA
1803,Mama,Vegetarian Instant Noodles Tom Yum Flavour,Pack,Thailand,4,NA
1802,Nissin,Cup Noodles Ramen Noodles Ramen Noodle Soup Beef Flavor (New Package),Cup,USA,3.5,NA
1801,Baijia,Spicy Artificial Fei Chang Instant Vermicelli (New Recipe),Pack,China,3.75,NA
1800,Crystal Noodle,Soup All Natural Hot & Sour,Cup,USA,0.25,NA
1799,Thai Smile,Spring Onion Rice Noodle Soup Bowl,Bowl,USA,2.5,NA
1798,iMee,Instant Noodles Vegetable Flavour,Pack,Netherlands,2.75,NA
1797,Wai Wai,Instant Rice Vermicelli Crab Flavour,Pack,Thailand,3.5,NA
1796,Fujiwara,Salty Taste Chanko Noodle,Pack,Japan,4.75,NA
1795,Azami,Kimchee Flavour Noodle Soup,Pack,Canada,0,NA
1794,Vit's,Shallot Chicken Instant Noodles,Pack,Malaysia,3,NA
1793,Cintan,Mi Segera Mmm... Perisa Asam Laksa,Pack,Malaysia,3.5,NA
1792,A1,Soup Spices Noodle Mee Rempahan Sup,Pack,Malaysia,3.5,NA
1791,Vit's,Tom Yam Instant Noodles,Pack,Malaysia,4.25,NA
1790,Super,Kimchi,Cup,Malaysia,4.5,NA
1789,Cintan,Mi Segera Mmm... Perisa Ayam Cendawan,Pack,Malaysia,3.5,NA
1788,Super,Curry Flavour Noodles,Cup,Malaysia,3,NA
1787,Pama,Kua Teaw Segera,Pack,Malaysia,4,NA
1786,Nissin,Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor,Tray,USA,4.25,NA
1785,Super,Instant Noodles Black Pepper Crab Mi Goreng,Cup,Malaysia,3.5,NA
1784,Torishi,Hakata Tonkotsu Ramen,Pack,Japan,5,NA
1783,iMee,Instant Noodles Creamy Tom Yum Shrimp Flavour,Pack,Netherlands,4.5,NA
1782,Western Family,Beef Flavour Instant Noodles,Pack,Canada,0,NA
1781,MyKuali,Penang Hokkien Prawn Soup Rice Vermicelli (Bihun),Bowl,Malaysia,5,NA
1780,Pulmuone,Non-Fried Noodle Blackbean Sauce Noodle With Squid,Pack,South Korea,4.5,NA
1779,Chering Chang,Instant Non-Fried Noodles Tomato Flavour,Pack,Taiwan,3.25,NA
1778,JML,Spicy King Spicy Chicken,Pack,China,5,NA
1777,JML,Supereme Bowl Noodles With Stewed Egg Spicy Flavour,Bowl,China,3.5,NA
1776,JML,Spicy King Bowl Noodle Spicy Chicken,Bowl,China,5,NA
1775,JML,Spicy King Bowl Noodle Spicy Beef,Bowl,China,4.25,NA
1774,JML,Spicy King Spicy Pork,Pack,China,5,NA
1773,JML,Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour,Bowl,China,4,NA
1772,JML,Spicy King Spicy Beef,Pack,China,5,NA
1771,JML,Supreme Bowl Noodles With Stewed Egg Braised Beef Flavour,Bowl,China,3.5,NA
1770,JML,Spicy King Bowl Noodle Spicy Pork,Bowl,China,4.5,NA
1769,Mamee,Chef Lontong Flavour,Pack,Malaysia,5,NA
1768,New Touch,Negi Miso No Ippin Ramen,Bowl,Japan,5,NA
1767,Mama,Instant Noodles Shrimp Tom Yum Flavour,Pack,Cambodia,4,NA
1766,Paldo,Bulnak Boeummyun King Noodle,Bowl,South Korea,3.5,NA
1765,Nissin,Cup Noodles Ramen Noodles With Shrimp (New Package),Cup,USA,3.5,NA
1764,Pirkka,Nuudeli Tom Yum Katkarapu,Pack,Finland,3.75,NA
1763,Ishimaru,Tuna Flavor Ramen,Pack,Japan,4.5,NA
1762,Mom's Dry Noodle,Sesame & Pepper,Pack,Taiwan,4,NA
1761,Authentically Asian,Natural Quality Foods Pad Thai Noodle Bowl,Bowl,USA,1,NA
1760,New Touch,Homestyle Tonjiru,Bowl,Japan,4.5,NA
1759,Nissin,Cup Noodles Moo Manao Flavour,Cup,Thailand,4,NA
1758,Vit's,Duck Instant Noodles,Pack,Malaysia,3.5,NA
1757,iMee,Instant Noodles Beef Flavour,Pack,Netherlands,3.25,NA
1756,A-Sha Dry Noodle,Veggie Noodle Carrot Noodle With Original Sauce,Pack,Taiwan,4.25,NA
1755,Mama,Oriental Style Instant Noodles Hot & Spicy Flavour,Pack,Bangladesh,4,NA
1754,Paldo,King Bowl Super Spicy Pan Stirfried Noodle,Bowl,South Korea,5,NA
1753,Thai Smile,Garlic Rice Noodle Soup Bowl,Bowl,USA,3.5,NA
1752,Kuriki,Mayo Ramen,Pack,Japan,4.75,NA
1751,Mom's Dry Noodle,Spicy & Sour Flavor,Pack,Taiwan,5,NA
1750,Mi Sedaap,Instant Cup Mi Kuah Rasa Soto,Cup,Indonesia,5,NA
1749,Yum Yum,Jumbo Instant Noodles Tom Yum Kung Creamy Flavour,Pack,Thailand,5,NA
1748,Azami,Chili Chicken Flavour Noodle Soup,Cup,Canada,3,NA
1747,Vit's,Curry Instant Noodles,Pack,Malaysia,3.5,NA
1746,Marutai,Ramen Shoyu Taste,Bowl,Japan,4.25,NA
1745,Unox,Good Noodles Kerrie,Pack,Netherlands,3.5,NA
1744,A-Sha Dry Noodle,Veggie Noodle Baby Grass Noodle With Toona Sauce,Pack,Taiwan,5,NA
1743,Mama,Rangers Snack Noodles Shrimp Tom Yum Flavour,Pack,Myanmar,4.5,NA
1742,Aroi,Curry Me! Penang White Curry Stir-fry Noodle,Pack,Malaysia,4.5,NA
1741,Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Chicken Flavor,Bowl,USA,2.5,NA
1740,Master Kong,Braised Beef Noodle,Pack,China,4.25,NA
1739,Nissin,Raoh Tanrei Koku Shio Ramen,Bowl,Japan,4.5,NA
1738,Little Cook,Instant Noodles Shrimp Tom Yum Flavour,Cup,Thailand,4.25,NA
1737,Mi Sedaap,Instant Cup Mi Goreng,Cup,Indonesia,3.75,NA
1736,Mamee,Monster Snek Mi Pedas,Pack,Malaysia,5,NA
1735,Master Kong,Tomato Sauce Instant Noodle,Bowl,China,4,NA
1734,Koka,Laksa Singapura,Pack,Singapore,4.25,NA
1733,Bonasia,Instant Noodles Beef Flavour,Pack,Germany,3.75,NA
1732,Super,Seafood Flavour Noodles,Cup,Malaysia,3.25,NA
1731,Mama,Instant Noodles Creamy Shrimp Tom Yum Flavour,Pack,Cambodia,5,NA
1730,Wu-Mu,BBQ Pork Flavor Chow Mein,Pack,Taiwan,4.5,NA
1729,Vedan,Zan Vegetarian Instant Noodle Series Shiitake Mushroom Flavour,Cup,Taiwan,2.75,NA
1728,Yamadai,Tenobe Somen,Bowl,Japan,3.25,NA
1727,Wei Lih,Jah Jan Men,Bowl,Taiwan,5,NA
1726,Vina Acecook,Oh! Ricey Pho Ga,Bowl,Vietnam,3,NA
1725,A-Sha Dry Noodle,Veggie Noodle Black Sesame Noodle,Pack,Taiwan,3.25,NA
1724,Pirkka,Nuudeli Liha Nudlar Kott,Pack,Finland,3.5,NA
1723,Baixiang Noodles,Artificial Beef Instant Noodles With Soup Base,Pack,China,3.75,NA
1722,CarJEN,Otentiq Cheezy Curry Instant Noodles,Pack,Malaysia,4.5,NA
1721,Salam Mie,Mi Goreng Dengan Abon,Pack,Indonesia,4.25,NA
1720,Mamee,Chef Lontong Flavour,Cup,Malaysia,5,NA
1719,Wai Wai,Grilled Pork Flavour Instant Noodles,Bowl,Thailand,2.5,NA
1718,Vina Acecook,Hao Hao Sate Onion Flavour,Cup,Vietnam,2.5,NA
1717,Lee Fah Mee,Sarawak White Laksa Instant Noodle,Pack,Sarawak,4,NA
1716,Mama,Instant Noodles Egg Protein Noodles,Pack,Myanmar,3.5,NA
1715,Yum Yum,Instant Noodles Minced Pork Flavor,Pack,Thailand,3.75,NA
1714,Master Kong,Sichuan Hot Spicy Fish,Pack,China,3.75,NA
1713,CarJEN,Otentiq Cheezy Mushroom Instant Noodles,Pack,Malaysia,5,NA
1712,Sakurai Foods,Organic Miso Ramen,Pack,Japan,4.5,NA
1711,Hao Way,Vegetarian Penang Laksa,Pack,Malaysia,4,NA
1710,Chering Chang,Instant Non-Fried Noodles Vegetable Curry Flavor,Pack,Taiwan,5,NA
1709,Asia Gold,Instant Noodles With Shrimp Flavouring,Pack,Hungary,4,NA
1708,The Kitchen Food,Sibu Instant Kampua Original,Pack,Sarawak,4,NA
1707,Azami,Hot & Spicy Flavour Noodle Soup,Bowl,Canada,3.5,NA
1706,Maggi,Hot Cup Goreng Perencah Cili Fiesta,Cup,Malaysia,4.75,NA
1705,Premiere,Gold Bihun Kari Heritage Instant Rice Vermicelli,Pack,Malaysia,4.5,NA
1704,Baixiang Noodles,Sour & Spicy Flavour,Pack,China,3.75,NA
1703,7 Select/Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5,NA
1702,Samyang Foods,Seafood Noodle,Cup,Japan,2.75,NA
1701,Sakurai Foods,Organic Shoyu Ramen,Pack,Japan,4.25,NA
1700,A-Sha Dry Noodle,Hakka Flat Noodle With Za Jiang Sauce,Pack,Taiwan,4,NA
1699,Vit's,Mi goreng Pedas Chewy & springy,Pack,Malaysia,3.5,NA
1698,Maruchan,Instant Lunch Chicken Tortilla Flavor Ramen Noodles With Vegetables,Cup,USA,4,NA
1697,The Kitchen Food,Instant Kampua Dark Soy Sauce,Pack,Sarawak,5,NA
1696,Mama,Cup Yentafo Tom Yum Mohfai,Cup,Thailand,5,NA
1695,Mama,Cup Shrimp Creamy Tom Yum,Cup,Thailand,5,NA
1694,Mama,Instant Rice Vermicelli Bihun Goreng Original Flavour,Pack,Thailand,4.75,NA
1693,Mama,Instant Noodles coconut Milk Flavour,Cup,Myanmar,5,NA
1692,Mama,Oriental Style Instant Noodles Chicken Flavour,Pack,Bangladesh,3.25,NA
1691,Mama,Instant Cup Noodles Minced Prok Flavor,Cup,Thailand,3.5,NA
1690,Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Bowl,China,4,NA
1689,Wugudaochang,Tomato Beef Brisket Flavor Purple Potato Noodle,Pack,China,5,2016 #7
1688,Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,3.75,NA
1687,Wugudaochang,Chef's Grains Millet Noodle,Pack,China,3.75,NA
1686,Wugudaochang,Chef's Grains Buckwheat Noodle,Pack,China,3.5,NA
1685,Wugudaochang,Chef's Grains Pea Noodle,Pack,China,4,NA
1684,Wugudaochang,Sichuan Pepper & Chicken Flavor Noodle,Bowl,China,4.5,NA
1683,Wugudaochang,Sour Soup & Minced Meat Flavor Chef's Grain Naked Oat Noodles,Pack,China,5,NA
1682,Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Pack,China,4,NA
1681,Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,3.75,NA
1680,Aroi,Curry Me! Penang White Curry Soup Noodle,Pack,Malaysia,4.5,NA
1679,Ten-In,Veggie World Vegetarian Braised Beef Instant Noodles,Bowl,Taiwan,3.5,NA
1678,Nongshim,Shin Black Spicy Po-Au-Feu Flavor (Mew Edition),Pack,USA,5,NA
1677,Paldo,Raobokki Noodle (Export Version),Pack,South Korea,5,NA
1676,A1,Emporer Herbs Chicken Noodle,Pack,Malaysia,4.25,NA
1675,Baixiang Noodles,Sauerkraut Flavor,Pack,China,4.5,NA
1674,Emart,Dare You! Habanero Ramen (New Edition),Cup,South Korea,3.5,NA
1673,Lishan Food Manufacturing,Black Cock Brand Vegetarian Chicken Noodle,Pack,Taiwan,3.5,NA
1672,Azami,Chili Seafood Flavor Noodle Soup,Cup,Canada,3.25,NA
1671,Ah Lai,Penang Favourite White Curry Rice Vermicelli,Pack,Malaysia,5,NA
1670,Tropicana Slim,Less Fat Noodles Grilled Chicken,Pack,Indonesia,3.75,NA
1669,A-One,Mi Ly Instant Noodles Mi Chay Vegetarian Flavor,Cup,Vietnam,1.25,NA
1668,Mama,Cup Rice Vermicelli With Clear Soup,Cup,Thailand,3.5,NA
1667,Deshome,Aloe Thin Noodles With Camelia Oil Vegetable Sauce Flavor,Pack,Taiwan,5,NA
1666,Vifon,Curry Instant Noodle With Chicken,Cup,Vietnam,3,NA
1665,Paldo Vina,Koreno Premium Mushroom Flavor,Pack,Vietnam,1.5,NA
1664,Mamee,Oriental Noodles Prawn Flavor,Pack,Malaysia,2,NA
1663,Vina Acecook,King Chef Authentic Kimchi Flavour,Pack,Vietnam,4,NA
1662,Mama,Non-Fried Instant Noodles Ramen Tonkotsu Flavor,Pack,Thailand,5,NA
1661,Chencun,Senior Food Rice Noodle Fragrant Peppery Beef,Cup,China,3.75,NA
1660,Sau Tao,Ho Fan Wonton Soup Flavored,Pack,Hong Kong,3,NA
1659,United,Xi Gon Satay Onion Flavor,Pack,Vietnam,2.75,NA
1658,ChoripDong,Hurricane Rice Cake (Topokki),Bowl,South Korea,5,NA
1657,Shan,Shoop Instant Noodles Bombay Biryani Flavour,Pack,Pakistan,2.75,NA
1656,Mama,JokCup Instant Porridge Soup Seafood Flavour,Cup,Thailand,3.5,NA
1655,Baijia,Artificial Pickled Vegetable Beef Flavor,Pack,China,3,NA
1654,MyOri,Malaysia Penang White Curry Noodle Super Spicy,Pack,Malaysia,5,NA
1653,MyOri,Malaysia Penang Green Curry Rice Vermicelli,Pack,Malaysia,5,NA
1652,MyOri,Malaysia Penang White Curry Noodle Original,Pack,Malaysia,5,NA
1651,Ruski,Chicken Flavour Instant Noodles,Pack,Malaysia,3.75,NA
1650,Ottogi,Sesame Flavor Ramen Korean Style Instant Noodle,Pack,South Korea,4.25,NA
1649,Master Kong,Seafood Flavour Instant Cooking Noodles,Pack,China,4.25,NA
1648,Wei Lih,Instant Noodles With Onion Flavour,Pack,Taiwan,4.25,NA
1647,No Name,Shrimp Flavour Oriental Noodles And Soup Mix,Cup,Canada,2.75,NA
1646,New Way,Spaghetti Instant Noodles,Tray,Vietnam,4,NA
1645,Lucky Me!,Supreme Jjamppong Korean Style Spicy Seafood Soup,Bowl,Philippines,3.75,NA
1644,Hao Way,Vegetarian Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,2,NA
1643,Emart,Dare You! Habanero Jjajang Ramen,Cup,South Korea,3.5,NA
1642,Campbell's,Hearty Noodles Savoury Beef Flavour,Cup,Canada,0.25,NA
1641,One Dish Asia,Japanese Ramen Noodle,Bowl,USA,0,NA
1640,Long Jun Hang,Taiwan Dried Noodles With Onion Oil Sauce,Pack,Taiwan,2,NA
1639,Pama,Bihun Creamy Tom Yam Flavour,Cup,Malaysia,3.75,NA
